inbound_tweet_id,brand_tweet_id,customer_message_raw,customer_message,brand_reply_raw,brand_reply,created_at,matched_intent
179542,179541,@AmazonHelp guess I'll have to,guess I'll have to,@158291 Thanks. ^KM,@158291 Thanks. ^KM,Wed Oct 04 09:52:00 +0000 2017,
69908,69909,@AmazonHelp Good Morning! I’ve shared it again &amp; there is no respond.,Good Morning! I’ve shared it again & there is no respond.,@131820 We've sent you a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^EM,@131820 We've sent you a correspondence to your registered email ID. Kindly check it here: ^EM,Sun Dec 03 03:28:55 +0000 2017,
169616,169614,@AmazonHelp For the third occasion I have used live chat and still cannot get a simple answer from the assistant who is apparently trying to help me!,For the third occasion I have used live chat and still cannot get a simple answer from the assistant who is apparently trying to help me!,"@155499 I'm sorry for the frustration! Our team is happy to take a closer look at this for you and make sure your feedback on this poor experience has been escalated. When you have a moment, please send us your info via this link: https://t.co/Q3Xla0PY2t ^JR","@155499 I'm sorry for the frustration! Our team is happy to take a closer look at this for you and make sure your feedback on this poor experience has been escalated. When you have a moment, please send us your info via this link: ^JR",Fri Nov 24 21:20:55 +0000 2017,
64184,64183,"Got the signed copy today .... Very excited .... @3709 thnx @115850 ""the boy with a broken heart"" https://t.co/a7vX1k2Wjr","Got the signed copy today .... Very excited .... thnx ""the boy with a broken heart""","@130734 After all, the antidote to heartache is love. Happy reading! ^KA","@130734 After all, the antidote to heartache is love. Happy reading! ^KA",Thu Nov 30 07:59:27 +0000 2017,damaged_or_missing
28439,28441,"@AmazonHelp @AmazonHelp Tx but I mean sending a personalized message w/gift saying ""Happy Bday"" or ""Congratulations"", etc.","Tx but I mean sending a personalized message w/gift saying ""Happy Bday"" or ""Congratulations"", etc.",@122221 Check out this link for details on adding gift messages to orders https://t.co/KOIol39FLF ^KM,@122221 Check out this link for details on adding gift messages to orders ^KM,Wed Nov 01 11:38:24 +0000 2017,
253406,253408,@AmazonHelp Yes I think so,Yes I think so,"@176242 Was it shipped and sold by Amazon or the Third-Party seller? Depending on who shipped it, options may vary. ^DO","@176242 Was it shipped and sold by Amazon or the Third-Party seller? Depending on who shipped it, options may vary. ^DO",Thu Oct 05 18:29:27 +0000 2017,
230899,230900,"@AmazonHelp Order No. 402-1063894-6861967
Product : Pro Grey Canvas shoes from Khadim
Return request date : 2nd October",Order No. 402-1063894-6861967 Product : Pro Grey Canvas shoes from Khadim Return request date : 2nd October,"@170985 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA","@170985 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Thu Oct 05 11:07:00 +0000 2017,return_and_refund
29545,29544,@115850 bought #amazonprime subscription on 16.10.17 under 100% #cashback offer.nothing has been credited to my amazon a/c. pls. help,bought #amazonprime subscription on 16.10.17 under 100% #cashback offer.nothing has been credited to my amazon a/c. pls. help,@122489 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,@122489 Sorry for the hassle. Please report this to our support team here: and we'll check this. ^HN,Wed Nov 01 11:20:30 +0000 2017,subscription_and_prime
128029,128030,@AmazonHelp Then why have @AmazonHelp I am not digitally  smart guy..pls help me what to write.and how tell me the steps..,Then why have I am not digitally smart guy..pls help me what to write.and how tell me the steps..,@144768 I understand your concern about the order. Please share your details here: https://t.co/GIJyeY99fq I'll reach out to you with further assistance. ^SV,@144768 I understand your concern about the order. Please share your details here: I'll reach out to you with further assistance. ^SV,Tue Nov 28 00:40:49 +0000 2017,
210276,210274,J’ai reçu un disque dans un emballage déjà ouvert et il ne correspond pas à la commande. Et on refuse le retour ! @120533 @AmazonHelp https://t.co/jGgdRv13Zm,J’ai reçu un disque dans un emballage déjà ouvert et il ne correspond pas à la commande. Et on refuse le retour !,"@165770 Bonjour, désolée pour cela, est-ce qu'il s'agit d'un article vendu par Amazon ou par un vendeur tiers sur notre site ?^KE","@165770 Bonjour, désolée pour cela, est-ce qu'il s'agit d'un article vendu par Amazon ou par un vendeur tiers sur notre site ?^KE",Wed Oct 04 18:21:33 +0000 2017,
181155,181154,@115821 why are your german department blocking honest users?,why are your german department blocking honest users?,"@158540 Can you tell us, what happened? ^UK","@158540 Can you tell us, what happened? ^UK",Fri Aug 25 04:37:36 +0000 2017,
108275,108277,@AmazonHelp Common sense prevails. I appreciate the support &amp; good will compensation. I hope you can learn from your errors. Thank you. Great service. I wish public services were good as you here in UK to correct their errors! ❤️ https://t.co/KnD9rL5tSn,Common sense prevails. I appreciate the support & good will compensation. I hope you can learn from your errors. Thank you. Great service. I wish public services were good as you here in UK to correct their errors! ❤️,@140032 Thank you for the update! I'm so glad we could help resolve this issue!  ^SE,@140032 Thank you for the update! I'm so glad we could help resolve this issue! ^SE,Fri Nov 24 02:36:00 +0000 2017,
223743,223741,@115830 another day another failed delivery... useless support today too!!,another day another failed delivery... useless support today too!!,"@169460 Hi Karen, sorry to hear this. What advice were you provided when you contacted us? ^PJ","@169460 Hi Karen, sorry to hear this. What advice were you provided when you contacted us? ^PJ",Thu Nov 16 10:12:25 +0000 2017,delivery_status
126757,126756,@AmazonHelp I think someone got into my account as I got this email and can no longer sign in. How can I change this? https://t.co/hoCj0uCqVX,I think someone got into my account as I got this email and can no longer sign in. How can I change this?,@120036 We're here to help! Please contact us by phone at this link (no sign-in required) so that a member of our team can assist you directly: https://t.co/0xN2Hllir2  ^SE,@120036 We're here to help! Please contact us by phone at this link (no sign-in required) so that a member of our team can assist you directly: ^SE,Fri Nov 24 03:42:00 +0000 2017,
226118,226116,Hey @115850 what happens to my existing Prime membership if I buy the echo? Do I get an additional year? Or could I gift someone the year?,Hey what happens to my existing Prime membership if I buy the echo? Do I get an additional year? Or could I gift someone the year?,@169982 Your prime subscription would be extended by one year on purchase of Echo. ^GS,@169982 Your prime subscription would be extended by one year on purchase of Echo. ^GS,Thu Oct 05 06:50:00 +0000 2017,subscription_and_prime
58135,58134,@AmazonHelp Ahh no worries. Thanks for the help. Have a good day :),Ahh no worries. Thanks for the help. Have a good day :),@129196 No problem! Just remember we are always here to help! ^LS,@129196 No problem! Just remember we are always here to help! ^LS,Wed Nov 01 20:23:00 +0000 2017,
35179,35177,@115821 my colleagues fashioned my packaging into a must have autumn accessory! What do you think? https://t.co/fVGBRwxZvC,my colleagues fashioned my packaging into a must have autumn accessory! What do you think?,@123661 That's sooo much better than the skirt we made! Please drop your details here for some accessories: https://t.co/tkLCr7DNil 😍 ^TS,@123661 That's sooo much better than the skirt we made! Please drop your details here for some accessories: 😍 ^TS,Wed Nov 01 13:35:00 +0000 2017,
232924,232925,"@AmazonHelp Never expected such a terrible response from your end amazon. 
@118702 Atleast replies with immediate effect. Simply Disgusting",Never expected such a terrible response from your end amazon. Atleast replies with immediate effect. Simply Disgusting,"@171441 Sorry about the bad experience, as mentioned earlier please drop in the details via the link provided and we'll reach out. ^MS","@171441 Sorry about the bad experience, as mentioned earlier please drop in the details via the link provided and we'll reach out. ^MS",Thu Oct 05 15:42:30 +0000 2017,
247522,247521,"@AmazonHelp before I knock on my neighbour, which is it amazon? A note to correct the previous card would of been ideal... simple things. https://t.co/6KkcIA5WDD","before I knock on my neighbour, which is it amazon? A note to correct the previous card would of been ideal... simple things.","@174809 I am so sorry for the troubles with your order, Phil! If you could, reach us by Phone or Chat: https://t.co/JzP7hlA23B ^FR","@174809 I am so sorry for the troubles with your order, Phil! If you could, reach us by Phone or Chat: ^FR",Thu Oct 05 16:05:05 +0000 2017,
71982,71983,"@AmazonHelp Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.","Sorry! I don't to hand. It's the 'Lego Star Wars The Last Jedi BB-8'. £59.99 on my wishlist, £84.99 when I click on the link.","@132151 Hi Ron, thanks for confirming. When you click on the item, and the price increases, can you see who the item is sold by? Is it sold by us, or a seller? ^JC.","@132151 Hi Ron, thanks for confirming. When you click on the item, and the price increases, can you see who the item is sold by? Is it sold by us, or a seller? ^JC.",Thu Nov 30 10:51:00 +0000 2017,
226298,226297,"@AmazonHelp why have I ordered something for release day, originally scheduled for tomorrow and magically it’s changed to Tuesday?!","why have I ordered something for release day, originally scheduled for tomorrow and magically it’s changed to Tuesday?!",@170027 Sorry to hear Stuart. Were you advised as to a reason why your order was delayed? ^TP,@170027 Sorry to hear Stuart. Were you advised as to a reason why your order was delayed? ^TP,Thu Oct 05 07:03:00 +0000 2017,
43250,43252,"@AmazonHelp Am gleichen Tag noch, sonderlich hilfreich war es jetzt auch nicht, Paket (durch den Feiertag) immer noch nicht da, das einzig ärgerliche jetzt ist natürlich, dass die Zustellungsdaten nicht aktualisiert werden. Seit Samstag keinerlei Infos.","Am gleichen Tag noch, sonderlich hilfreich war es jetzt auch nicht, Paket (durch den Feiertag) immer noch nicht da, das einzig ärgerliche jetzt ist natürlich, dass die Zustellungsdaten nicht aktualisiert werden. Seit Samstag keinerlei Infos.","@125584 Abhängig vom Standort des Paketzentrums kann es sein, dass es sich leider erst morgen wieder bewegt. Gruß ^MH","@125584 Abhängig vom Standort des Paketzentrums kann es sein, dass es sich leider erst morgen wieder bewegt. Gruß ^MH",Wed Nov 01 16:31:10 +0000 2017,
262529,262527,@AmazonHelp Bought 2 phones in Dec. Found out they are counterfeit &amp; don't work. Seller closed acct. &amp; took my $500. Amazon CS is NO help :(,Bought 2 phones in Dec. Found out they are counterfeit & don't work. Seller closed acct. & took my $500. Amazon CS is NO help :(,"@178540 I'm sorry for the poor experience. When you spoke to us, what options or information were we able to provide? ^WT","@178540 I'm sorry for the poor experience. When you spoke to us, what options or information were we able to provide? ^WT",Wed Oct 04 17:51:00 +0000 2017,
180673,180674,@AmazonHelp Can I please speak to someone more reasonable? Or are all of your executive in the habit of shirking any blame?,Can I please speak to someone more reasonable? Or are all of your executive in the habit of shirking any blame?,"@158469 Sorry about that, Nandini, please drop in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^MS","@158469 Sorry about that, Nandini, please drop in your details here: and we'll reach out to you. ^MS",Wed Oct 04 12:51:06 +0000 2017,
114359,114358,"@AmazonHelp hey, I’ve just got an email saying that I’ve purchased something even though I haven’t! Please help.","hey, I’ve just got an email saying that I’ve purchased something even though I haven’t! Please help.",@141421 That's odd! Are you able to see that order here: https://t.co/aaDyEz1VgE? ^TR,@141421 That's odd! Are you able to see that order here: ^TR,Thu Nov 23 21:09:32 +0000 2017,
250568,250567,@115821 I had a package that supposedly was delivered today and sign by me? But  i never receive the package wth so who lying?,I had a package that supposedly was delivered today and sign by me? But i never receive the package wth so who lying?,@175555 I'm sorry for this issue with your order. Who was the carrier listed for this order? Please check using this link: https://t.co/Y5jpI9gRhE ^DO,@175555 I'm sorry for this issue with your order. Who was the carrier listed for this order? Please check using this link: ^DO,Sat Nov 25 02:44:00 +0000 2017,
20492,20490,@115850 Does cash load work with @1384 orders?,Does cash load work with orders?,"@120476 The cash load feature isn't available with Amazon Now orders currently, Jigar.","@120476 The cash load feature isn't available with Amazon Now orders currently, Jigar.",Wed Nov 01 07:00:00 +0000 2017,
223908,223906,"@AmazonHelp ,, Amazon enhances smartphone rate and others online shopping application.",",, Amazon enhances smartphone rate and others online shopping application.","@169501 you the lowest price, may result in fluctuations in our prices over time. 2/2 ^PS","@169501 you the lowest price, may result in fluctuations in our prices over time. 2/2 ^PS",Thu Oct 05 04:37:55 +0000 2017,
150621,150620,@AmazonHelp a gift for my sisters 18th was supposed to be delivered earlier. It says it delivery will be attempted again tomorrow but it is needed tonight. Anyway of getting it today? Thanks,a gift for my sisters 18th was supposed to be delivered earlier. It says it delivery will be attempted again tomorrow but it is needed tonight. Anyway of getting it today? Thanks,"@150357 So sorry for the delay! We don't have access to your account via Twitter, however if you reach out here: https://t.co/JzP7hlA23B we can look into redelivery options with you! ^AD","@150357 So sorry for the delay! We don't have access to your account via Twitter, however if you reach out here: we can look into redelivery options with you! ^AD",Fri Nov 24 15:20:00 +0000 2017,delivery_status
179526,179525,Hi! Ordered One+3T on 21-feb-17 @115850 with CashBack Rs3000. Still waiting for cashBack @AmazonHelp @115821 ..order#406-6541696-8829138 https://t.co/5yT92zxIgx,Hi! Ordered One+3T on 21-feb-17 with CashBack Rs3000. Still waiting for cashBack ..order#406-6541696-8829138,@158284 Sorry for the trouble. Please reach out to us from the link here: https://t.co/beaaDm0muc and we will assist you. ^HR,@158284 Sorry for the trouble. Please reach out to us from the link here: and we will assist you. ^HR,Tue Oct 03 05:39:28 +0000 2017,
128762,128765,"@AmazonHelp Si la cancelo, ¿me reembolsa él dinero? para volver a hacer la compra y poner él otro nombre","Si la cancelo, ¿me reembolsa él dinero? para volver a hacer la compra y poner él otro nombre","@144966 Amazon cobra cuando el pedido es enviado, por lo que, de ver alguna transacción bancaria, es posible que se trate de una autorización que sería eliminada de acuerdo con las políticas de tu banco. Más detalles acá: https://t.co/F43lwUcuN3. ^JQ","@144966 Amazon cobra cuando el pedido es enviado, por lo que, de ver alguna transacción bancaria, es posible que se trate de una autorización que sería eliminada de acuerdo con las políticas de tu banco. Más detalles acá: ^JQ",Fri Nov 24 05:22:29 +0000 2017,
74594,74595,@AmazonHelp More than happy to keep an eye out. Just hope that it is not an automated generic message asking me to wait longer like the ones u have mailed me earlier.,More than happy to keep an eye out. Just hope that it is not an automated generic message asking me to wait longer like the ones u have mailed me earlier.,@132443 Please be assured our team will get back to you at the earliest. Appreciate your patience. ^PB,@132443 Please be assured our team will get back to you at the earliest. Appreciate your patience. ^PB,Sat Dec 02 10:00:00 +0000 2017,
179506,179504,"@AmazonHelp Why Amazon pay balance? The offer was of refunding the money on account. 
Send it to my account please @115850",Why Amazon pay balance? The offer was of refunding the money on account. Send it to my account please,@158284 You will receive the cash back as per the offer. Your patience and understanding would be appreciated in this regard. ^SB,@158284 You will receive the cash back as per the offer. Your patience and understanding would be appreciated in this regard. ^SB,Wed Oct 04 09:55:33 +0000 2017,return_and_refund
93661,93663,@AmazonHelp Hi. Please see attached :) https://t.co/2re7eBRIDG,Hi. Please see attached :),"@136302 Thank you for the image! We would like to assist! As we do not have access to account specific information via Twitter, if you could reach out to us via phone or chat here: https://t.co/Q7Ftz6nj80 we will be happy to review the promotional code error further. ^TE","@136302 Thank you for the image! We would like to assist! As we do not have access to account specific information via Twitter, if you could reach out to us via phone or chat here: we will be happy to review the promotional code error further. ^TE",Thu Nov 30 16:57:01 +0000 2017,
130842,130840,@AmazonHelp Call.me on 9971117099,Call.me on 9971117099,"@145540 As this is a social media platform, we can't view your account/order details. Hence, request you to please send the details from the link shared above or request a call back from the link here: https://t.co/TxK11znixD to assist further. ^HR","@145540 As this is a social media platform, we can't view your account/order details. Hence, request you to please send the details from the link shared above or request a call back from the link here: to assist further. ^HR",Mon Nov 13 07:38:25 +0000 2017,
248668,248665,@AmazonHelp estimated date of shipment was 4th and it has not been shipped yet. Earlier it was showing 4th as shipping date now it doesn’t show any date,estimated date of shipment was 4th and it has not been shipped yet. Earlier it was showing 4th as shipping date now it doesn’t show any date,@175074 We aim to meet the delivery date showing in your confirmation e-mail. Let us know if it doesn't arrive by then. ^VS,@175074 We aim to meet the delivery date showing in your confirmation e-mail. Let us know if it doesn't arrive by then. ^VS,Thu Oct 05 16:36:30 +0000 2017,
47881,47883,@AmazonHelp My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,My issue was handle and refund granted through your AZGuarantee but no mention of what I'm suppose to do with the coat. Will a tag be sent so that I can return it or do I just keep it? Thanks,"@126707 If an A-to-Z claim was granted, feel free to discard or donate the coat. What you do with it is up to you. ^ZW","@126707 If an A-to-Z claim was granted, feel free to discard or donate the coat. What you do with it is up to you. ^ZW",Sat Nov 11 20:57:00 +0000 2017,return_and_refund
158742,158741,@115850 @AmazonHelp how to use the offer of 80% discount on ebook? Have purchased ₹9798 offer... https://t.co/jXOQLKqmOJ,how to use the offer of 80% discount on ebook? Have purchased ₹9798 offer...,@152493 Our kindle support team would be happy to help you out! Please contact us from here: https://t.co/tc3VJIYzxn . ^MK,@152493 Our kindle support team would be happy to help you out! Please contact us from here: . ^MK,Fri Nov 24 17:59:56 +0000 2017,
136169,136168,It's not a usual thing for @115830 not to have dispatched items 3 days after ordering is it?,It's not a usual thing for not to have dispatched items 3 days after ordering is it?,"@146682 Hey Stephen, have you had any updates to the tracking of your order?^PJ","@146682 Hey Stephen, have you had any updates to the tracking of your order?^PJ",Fri Nov 24 09:29:00 +0000 2017,
156816,156814,"@115830 terrible service today, took day off work and waited in for order, only to be told at 4.30pm it wasn’t getting delivered today and would be delivered in next few days. What’s the point in paying for prime? 😡😡","terrible service today, took day off work and waited in for order, only to be told at 4.30pm it wasn’t getting delivered today and would be delivered in next few days. What’s the point in paying for prime? 😡😡",@152013 I'm sorry to hear your parcel won't be delivered today! Please keep us posted on the status of the delivery. ^RO,@152013 I'm sorry to hear your parcel won't be delivered today! Please keep us posted on the status of the delivery. ^RO,Fri Nov 24 17:17:28 +0000 2017,subscription_and_prime
102987,102989,"@AmazonHelp I rang the customer support line so fingers crossed! Thanks for the reply, hopefully they will arrrive tmrw","I rang the customer support line so fingers crossed! Thanks for the reply, hopefully they will arrrive tmrw","@138649 You're welcome, Jamie! Please keep us posted! ^SW","@138649 You're welcome, Jamie! Please keep us posted! ^SW",Thu Nov 30 18:18:00 +0000 2017,
197777,197776,"@AmazonHelp Try ordering twice, but am told not allowed because it violates limit. I explain it's for my gran, the responses are unhelpful/repetitive.","Try ordering twice, but am told not allowed because it violates limit. I explain it's for my gran, the responses are unhelpful/repetitive.",@162511 Please contact us to discuss your options :  https://t.co/JzP7hlA23B  ^TD,@162511 Please contact us to discuss your options : ^TD,Wed Oct 04 13:38:44 +0000 2017,delivery_status
93517,93516,"Sitting waiting for someone to come out of surgery is awful, but Christmas shopping on @115821 makes it more tolerable","Sitting waiting for someone to come out of surgery is awful, but Christmas shopping on makes it more tolerable","@136270 We'd like to throw some warm wishes and good vibes your way, Jill! We sincerely hope that your wait goes by quickly and you find everything you're looking for! Please also extend our thoughts to your friend as well. 😊 ^KN","@136270 We'd like to throw some warm wishes and good vibes your way, Jill! We sincerely hope that your wait goes by quickly and you find everything you're looking for! Please also extend our thoughts to your friend as well. 😊 ^KN",Thu Nov 30 15:52:32 +0000 2017,
145857,145855,"@AmazonHelp por qué teniendo amazon prime pone que un envío me va a tardar casi un mes en llegar, siendo que el producto es prime???","por qué teniendo amazon prime pone que un envío me va a tardar casi un mes en llegar, siendo que el producto es prime???",@149079 Hola ¿Nos podrías brindar el enlace de producto que quieres adquirir? ^MB,@149079 Hola ¿Nos podrías brindar el enlace de producto que quieres adquirir? ^MB,Fri Nov 24 13:55:28 +0000 2017,subscription_and_prime
207783,207782,@AmazonHelp I’m physically disabled. Don’t have packing tape or printer for return label. What now? They didn’t even knock as I was home. Just left it.,I’m physically disabled. Don’t have packing tape or printer for return label. What now? They didn’t even knock as I was home. Just left it.,"@165144 We would like to look into some other options that are available. Please reach out to us here: https://t.co/hApLpMlfHN 
^MT",@165144 We would like to look into some other options that are available. Please reach out to us here: ^MT,Wed Oct 04 21:17:28 +0000 2017,return_and_refund
30496,30495,"Someone opened my amazon package, and retaped it. I don't know if it was the delivery driver or someone in the neighborhood","Someone opened my amazon package, and retaped it. I don't know if it was the delivery driver or someone in the neighborhood",@122714 I'm sorry your package was tampered with. Was there any damage to the items in the package? ^EM,@122714 I'm sorry your package was tampered with. Was there any damage to the items in the package? ^EM,Wed Nov 01 11:47:00 +0000 2017,delivery_status
233511,233509,@115850 could you NOT ship our valuable parcels through Indiapost?! They’re terrible. Shoutout to Rashmi R 4m ur CS team 4 calming me down,could you NOT ship our valuable parcels through Indiapost?! They’re terrible. Shoutout to Rashmi R 4m ur CS team 4 calming me down,@171587 depending on the weight of package and the distance it has to travel from our fulfilment centre. ^HT (2/2),@171587 depending on the weight of package and the distance it has to travel from our fulfilment centre. ^HT (2/2),Thu Oct 05 12:18:24 +0000 2017,
132539,132537,@115821 How to take contract for packaging and forwarding of Amazon orders,How to take contract for packaging and forwarding of Amazon orders,@145902 I understand you'd prefer to be a packaging partner with Amazon. Please reach out to our support team here: https://t.co/2t6DQoUmNZ we'll help you with the information. ^AP,@145902 I understand you'd prefer to be a packaging partner with Amazon. Please reach out to our support team here: we'll help you with the information. ^AP,Fri Nov 24 07:53:33 +0000 2017,
91427,91426,@AmazonHelp so my package was to be delivered by 8:00 today. It’s 8:20 still not here. Now I just get an alert it won’t be here until Saturday. That’s not why I signed up for Prime....,so my package was to be delivered by 8:00 today. It’s 8:20 still not here. Now I just get an alert it won’t be here until Saturday. That’s not why I signed up for Prime....,"@135817 I'm so sorry for the delay with your order! Though delays are possible, they should be rare. We always strive to make the provided delivery date. To confirm, has a carrier been assigned to your shipment: https://t.co/Y5jpI9gRhE? ^ST","@135817 I'm so sorry for the delay with your order! Though delays are possible, they should be rare. We always strive to make the provided delivery date. To confirm, has a carrier been assigned to your shipment: ^ST",Wed Nov 29 04:24:25 +0000 2017,subscription_and_prime
227049,227050,@AmazonHelp Why should you asking this bullish #Amazon All details I have shared now act for process @144148 @20542 @115821 @115850 https://t.co/5oCoUMi5q4,Why should you asking this bullish #Amazon All details I have shared now act for process,@158923 I just checked and we haven't received the details yet. Request you to share your details in the link provided earlier. ^GK,@158923 I just checked and we haven't received the details yet. Request you to share your details in the link provided earlier. ^GK,Thu Oct 05 10:54:32 +0000 2017,
235711,236640,"@115850 I am not even able to chat with you CSR as it's showing that Chat option is not available. 
Really strange actually !",I am not even able to chat with you CSR as it's showing that Chat option is not available. Really strange actually !,"@172140 That is unusual, Rakeysh. Are you getting an option to have an email sent to our team ? ^KS","@172140 That is unusual, Rakeysh. Are you getting an option to have an email sent to our team ? ^KS",Thu Oct 05 14:18:30 +0000 2017,
19459,33175,@115850 What's happening guys...I got confirmation from your representative in mrng the package will be delivered by 10 AM (1/2),What's happening guys...I got confirmation from your representative in mrng the package will be delivered by 10 AM (1/2),"@120321 My apologies about the delay, Ramesh. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^NK","@120321 My apologies about the delay, Ramesh. Please fill this form: and I’ll contact you at the earliest. ^NK",Wed Nov 01 13:14:00 +0000 2017,
182524,182522,@AmazonHelp Initial email ignored. Subsequent email not listened to &amp; same repetitive response/advice given- which I've already followed several times!,Initial email ignored. Subsequent email not listened to & same repetitive response/advice given- which I've already followed several times!,@158925 E-mails can take up to 48 hours for a response back. What info/options were we previously able to advise? Let us know! ^KJ,@158925 E-mails can take up to 48 hours for a response back. What info/options were we previously able to advise? Let us know! ^KJ,Wed Oct 04 17:25:53 +0000 2017,
96649,96648,Bought something on #amazon and paid for shipping to #panama. Now #dhl panama says I have to pay $10 extra to send it to me wtf!!!@5712 @115821,Bought something on #amazon and paid for shipping to #panama. Now #dhl panama says I have to pay $10 extra to send it to me wtf!!!,"@137091 Hi, thank you for reaching out to us. I can understand your concern. You can find more information on shipping rates to Latin America here: https://t.co/5mSvfYamXX I hope this helps! ^VR","@137091 Hi, thank you for reaching out to us. I can understand your concern. You can find more information on shipping rates to Latin America here: I hope this helps! ^VR",Thu Nov 30 16:28:37 +0000 2017,
