inbound_tweet_id,brand_tweet_id,customer_message_raw,customer_message,brand_reply_raw,brand_reply,created_at,matched_intent
646,644,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,. Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: https://t.co/JzP7hlA23B ^SY,@115835 I'm so sorry you didn't receive your parcel! We'd like a chance to look into this with you here: ^SY,Tue Oct 31 22:25:27 +0000 2017,delivery_status
645,647,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,@115835 You can also request a call back here Martin https://t.co/zH8UlhTGcc ^KM,@115835 You can also request a call back here Martin ^KM,Wed Nov 01 08:11:34 +0000 2017,
649,648,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K","In response to your packing video, this packaging was for a 2ft washing line pole",@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: https://t.co/PMiShxgPvp so we may improve.^KL,@115836 Thanks for bringing this to our attention! Please also leave packing feedback here: so we may improve.^KL,Tue Oct 31 22:24:47 +0000 2017,
652,650,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: ^SH,Tue Oct 31 22:24:47 +0000 2017,damaged_or_missing
651,653,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?","I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?","@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL","@115838 Is there a current order you're having difficulties with? Please let us know, we'd like to help! ^KL",Tue Oct 31 22:52:02 +0000 2017,
654,655,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,@115838 Provide your details here: https://t.co/6f6cWZv7vm and my team will escalate the order to Amazon Logistics for feedback. ^EZ,@115838 Provide your details here: and my team will escalate the order to Amazon Logistics for feedback. ^EZ,Tue Oct 31 23:07:33 +0000 2017,return_and_refund
657,656,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.","Already handled, just venting. It was a pretty big bummer.",@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,@115839 Let us know if there’s anything else we can do for you! We're happy to help out any way we can! ^FR,Tue Oct 31 22:21:10 +0000 2017,
659,658,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",", it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin…",@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: https://t.co/zRrkpVcaDF ^VS,@115839 I'm sorry your book arrived this way! You can find replacement/refund options here: ^VS,Tue Oct 31 22:11:00 +0000 2017,damaged_or_missing
664,663,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge","delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge","@115842 Oh no! Please contact us via phone/chat here: https://t.co/JzP7hlA23B
We're unable to view order details via Twitter. ^KL",@115842 Oh no! Please contact us via phone/chat here: We're unable to view order details via Twitter. ^KL,Tue Oct 31 22:20:34 +0000 2017,delivery_status
667,665,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su","Anna Inspired in idea lab at school to be package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna.",@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,@115843 You're not lion! She even shows witch way is up! That's quite the wardrobe! ^AC,Tue Oct 31 22:19:29 +0000 2017,
670,668,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,@115844 Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: https://t.co/JzP7hlA23B &amp; we'll be glad to help! ^FR,@115844 Oh my! I'm sorry for the troubles! Contact us by Phone or Chat: & we'll be glad to help! ^FR,Tue Oct 31 22:18:00 +0000 2017,delivery_status
676,675,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: https://t.co/hApLpMlfHN ^BN,@115846 That's okay! Thanks for checking! Please contact us by phone or chat and we can look into this: ^BN,Tue Oct 31 22:17:27 +0000 2017,
686,684,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated & new status will be provided in 1 day!,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,@115849 Please share your details here: and I'll get back to you. 2/2 ^HD,Tue Oct 31 22:17:00 +0000 2017,delivery_status
690,689,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,@115849 Please report this to our support team here: and we'll look into this. 2/2 ^HD,Tue Oct 31 21:54:32 +0000 2017,
693,692,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: ^MB,Tue Oct 31 22:16:00 +0000 2017,subscription_and_prime
695,694,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: ^BN,Tue Oct 31 22:15:28 +0000 2017,delivery_status
1695,1692,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,my order hasn’t arrived (it was due 14th October). Can you help?,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,Tue Oct 31 22:43:00 +0000 2017,
1693,1696,@AmazonHelp but I can’t find the options to cancel or re-order?,but I can’t find the options to cancel or re-order?,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: ^AG,Tue Oct 31 22:58:00 +0000 2017,
1699,1697,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund?,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,@116082 Canceling your Prime membership can be done here: You'll be shown your estimated refund there. ^SK,Tue Oct 31 22:42:00 +0000 2017,return_and_refund
1698,1700,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,Tue Oct 31 22:52:33 +0000 2017,subscription_and_prime
1701,1704,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so: ^CH,Tue Oct 31 23:06:00 +0000 2017,
1706,1705,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.","I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: ^LH,Tue Oct 31 22:42:00 +0000 2017,subscription_and_prime
1708,1707,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠","being charged for amazon prime & when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: ^KP,Tue Oct 31 19:11:00 +0000 2017,subscription_and_prime
1710,1709,@AmazonHelp where can I chat with a support member for a false charge,where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: ^BL,Tue Oct 31 22:41:11 +0000 2017,
1713,1711,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,@116085 Thanks for reaching out to us! You can find info on adding household members here: ^MO,Tue Oct 31 22:41:00 +0000 2017,
1715,1714,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,Seriously ? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: ^SG,Tue Oct 31 22:40:00 +0000 2017,
1718,1716,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.","I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: ^WM,Tue Oct 31 22:39:27 +0000 2017,delivery_status
1717,1719,"@AmazonHelp My package just got here. All good, thank you!","My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA","@116087 Thank you for keeping us posted, Rachael! ^BA",Tue Oct 31 22:44:33 +0000 2017,
1722,1720,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",Tue Oct 31 22:36:00 +0000 2017,subscription_and_prime
1721,1723,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB","@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",Tue Oct 31 22:47:28 +0000 2017,
1724,1725,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,Tue Oct 31 23:04:01 +0000 2017,subscription_and_prime
1726,1727,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: ^BE,Tue Oct 31 23:31:00 +0000 2017,
1736,1734,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,Two fake items in one day. Time to cancel my Amazon Prime membership.,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: ^LH,Tue Oct 31 22:35:00 +0000 2017,subscription_and_prime
1735,1737,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: ^BL",Tue Oct 31 22:47:00 +0000 2017,
1741,1739,@115821 please spend time &amp; money to fix your app. Constant issues with it.,please spend time & money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL","@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",Tue Oct 31 22:34:00 +0000 2017,
1740,1742,@AmazonHelp I have. No luck.,I have. No luck.,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,Sat Nov 04 01:48:57 +0000 2017,
1745,1743,My Kindle not working properly is breaking my heart! 😩💔,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ","@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ",Tue Oct 31 22:32:29 +0000 2017,
1744,1746,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: ^AJ,Tue Oct 31 22:56:37 +0000 2017,
1748,1747,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!!,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT","@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",Tue Oct 31 22:32:27 +0000 2017,delivery_status
1752,1750,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,Truly. This is the strangest vampire book I’ve ever received. 😜 cc #misship,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: ^FJ,Tue Oct 31 22:29:27 +0000 2017,
2544,2542,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@116314 How long has it been since you've e-mailed the seller? ^TR,@116314 How long has it been since you've e-mailed the seller? ^TR,Tue Oct 31 22:58:28 +0000 2017,
2543,2545,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",Tue Oct 31 23:25:31 +0000 2017,
2547,2546,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: ^AG,Tue Oct 31 20:26:00 +0000 2017,
2549,2548,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks","Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,Tue Oct 31 19:38:28 +0000 2017,delivery_status
2551,2550,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS","@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS",Tue Oct 31 22:58:27 +0000 2017,
2553,2552,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",Tue Oct 31 17:16:26 +0000 2017,
2556,2554,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",Tue Oct 31 22:58:27 +0000 2017,delivery_status
2555,2557,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,I allowed it well past 8 PM. I was never notified about any other delays,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: ^EA,Wed Nov 01 02:15:00 +0000 2017,
2559,2558,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?","hello, I’m having an issue with a same day ship order. Can you help me?",@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,Tue Oct 31 22:49:00 +0000 2017,
2561,2560,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,Erm I bought this item for £5.99... why am I only getting £1.67 back?!,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",@116318 We'd like to take a closer look into this refund for you. Please reach us at: ^CC,Tue Oct 31 22:57:00 +0000 2017,
2565,2564,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,Where is my order?,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",@116319 I'm sorry it hasn't arrived! Please reach us here: so we can look into available options. ^SJ,Tue Oct 31 22:54:27 +0000 2017,
2568,2566,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","Hey , why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",Tue Oct 31 22:50:35 +0000 2017,delivery_status
2570,2569,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA","@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: ^LA",Tue Oct 31 22:50:35 +0000 2017,return_and_refund
2572,2571,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,Tue Oct 31 22:13:52 +0000 2017,return_and_refund
2574,2573,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,and redund issued on 13th no sing of my money and amazonuk just saying its in the billing department.no signof devlp,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,Tue Oct 31 21:58:00 +0000 2017,
2577,2575,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces,amazonuk took money without any they are not giving it back nor giving clear statement of my refund proces,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG","@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",Tue Oct 31 21:39:30 +0000 2017,return_and_refund
2580,2578,the @amazonhelp queue is clueless on Amazon Household,the queue is clueless on Amazon Household,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC","@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",Tue Oct 31 22:49:00 +0000 2017,
